county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time,CV (%),class_desc,year,region_desc,zip_5,county_name,state_name,group_desc,watershed_code,begin_code,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,asd_code,domaincat_desc,reference_period_desc,week_ending,Value,county_code,state_ansi,statisticcat_desc,country_code,source_desc,end_code,prodn_practice_desc,location_desc,sector_desc,unit_desc,agg_level_desc,congr_district_code
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,3.3,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"9,354,665",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2018-02-01 00:00:00.000,5.7,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"3,624,435",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, ENTIRE CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2018-02-01 00:00:00.000,1.9,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"74,756,132",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, NONE OF CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000,3.3,ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"5,730,230",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000,(L),ALL CLASSES,2017,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"6,038,683",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,3.8,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,"IRRIGATION METHOD, PRIMARY",,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",YEAR,,"3,718,337",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,3.0,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,"IRRIGATION METHOD, PRIMARY",,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",YEAR,,"4,496,694",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,1.9,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"8,215,031",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,2.0,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (GROUND),YEAR,,"7,594,411",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,12.7,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (OFF FARM),YEAR,,"224,447",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000,9.4,ALL CLASSES,2018,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,WATER SOURCE,,WATER SOURCE: (ON FARM SURFACE),YEAR,,"604,100",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2018-02-01 00:00:00.000,5.9,ALL CLASSES,2019,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"170,074",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2022-12-15 12:00:00.000,4.3,ALL CLASSES,2021,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"250,495",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"35,952,510",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,10.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"20,790,980",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.7,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"164,337",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"10,135,951",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,10.5,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"312,593",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.4,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"7,945,931",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,5.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"1,234,089",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"14,362,890",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,2.2,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,,"4,881,974",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,1.5,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,,"2,333,625",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,6.7,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,,"3,286,202",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,5.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"19,150,664",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,"AREA OPERATED: (1,000 TO 1,999 ACRES)",YEAR,,"18,670,589",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,13.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (1.0 TO 9.9 ACRES),YEAR,,"12,024",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,11.7,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (10.0 TO 49.9 ACRES),YEAR,,"382,527",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,9.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (100 TO 139 ACRES),YEAR,,"922,890",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,8.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (140 TO 179 ACRES),YEAR,,"1,179,630",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,6.3,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (180 TO 219 ACRES),YEAR,,"1,053,259",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,6.3,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,"AREA OPERATED: (2,000 OR MORE ACRES)",YEAR,,"40,196,938",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.2,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (220 TO 259 ACRES),YEAR,,"1,133,915",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.4,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (260 TO 499 ACRES),YEAR,,"6,840,176",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,11.2,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (50.0 TO 69.9 ACRES),YEAR,,"289,880",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,6.5,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (500 TO 999 ACRES),YEAR,,"13,254,598",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,13.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA OPERATED,,AREA OPERATED: (70.0 TO 99.9 ACRES),YEAR,,"662,810",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,37.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (1,000 TO 2,499 $)",YEAR,,"15,511",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (1,000,000 OR MORE $)",YEAR,,"50,088,781",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,15.2,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (10,000 TO 24,999 $)",YEAR,,"506,987",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (100,000 TO 249,999 $)",YEAR,,"5,817,074",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,12.4,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (2,500 TO 4,999 $)",YEAR,,"50,849",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,19.1,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (25,000 TO 49,999 $)",YEAR,,"1,045,312",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,11.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (250,000 TO 499,999 $)",YEAR,,"9,978,936",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,12.3,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (5,000 TO 9,999 $)",YEAR,,"163,949",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,9.2,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (50,000 TO 99,999 $)",YEAR,,"2,024,596",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.7,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (500,000 TO 999,999 $)",YEAR,,"14,900,212",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,26.3,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ECONOMIC CLASS,,"ECONOMIC CLASS: (LESS THAN 1,000 $)",YEAR,,"7,029",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,50.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (1,000 TO 2,499 $)",YEAR,,"17,832",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,4.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (1,000,000 OR MORE $)",YEAR,,"49,344,429",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,16.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (10,000 TO 24,999 $)",YEAR,,"540,626",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,7.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (100,000 TO 249,999 $)",YEAR,,"6,044,879",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,10.8,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (2,500 TO 4,999 $)",YEAR,,"57,109",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,18.8,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (25,000 TO 49,999 $)",YEAR,,"1,107,221",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,9.6,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (250,000 TO 499,999 $)",YEAR,,"10,240,165",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,12.9,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (5,000 TO 9,999 $)",YEAR,,"178,190",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,9.3,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (50,000 TO 99,999 $)",YEAR,,"2,081,238",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2024-07-02 12:00:00.000,5.0,ALL CLASSES,2022,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,FARM SALES,,"FARM SALES: (500,000 TO 999,999 $)",YEAR,,"14,978,410",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
