prodn_practice_desc,end_code,sector_desc,location_desc,unit_desc,congr_district_code,agg_level_desc,week_ending,Value,county_code,state_ansi,country_code,statisticcat_desc,source_desc,asd_code,domaincat_desc,reference_period_desc,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,county_name,state_name,watershed_code,group_desc,begin_code,class_desc,year,region_desc,zip_5,CV (%),county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time
"IRRIGATED, ENTIRE CROP",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"394,255",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2017,,,6.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, NONE OF CROP",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"9,709,255",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2017,,,5.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, PART OF CROP, IRRIGATED PORTION",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"120,389",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2017,,,40.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"195,134",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2017,,,(L),,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,358,464",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,7.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"636,765",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,14.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,489,,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,28.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"106,076",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,13.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,680,,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,59.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"359,237",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,16.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,467",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,10.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"222,688",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,15.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"303,782",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,6.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"58,680",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,1.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,625",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,12.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"502,680",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,10.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,206,169",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,5.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"73,245",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,5.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"41,887",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,4.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,257,,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,47.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"26,757",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,7.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,190,,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,43.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"19,256",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,1.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,328",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,13.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"32,405",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,17.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,102",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,30.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,358",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,28.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"43,230",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,9.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"182,770",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,3.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, ENTIRE CROP",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"168,066",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,2.6,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, NONE OF CROP",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,998,332",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,5.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, PART OF CROP, IRRIGATED PORTION",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"14,704",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,24.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000
"IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION",00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,067",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2017,,,(L),,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM, IRRIGATED, PART OF CROP, NON-IRRIGATED PORTION - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,254,030",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"6,388,233",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"67,616",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,6.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,863,798",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,4.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"138,477",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,3.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,979,701",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,4.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"453,947",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,762,607",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,834,472",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,5.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,051,624",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"992,591",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,653,351",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"26,186,417",,,9000,AREA HARVESTED,CENSUS,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,0.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"756,818",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,7.4,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"331,106",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,3.5,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,924",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,32.8,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"225,866",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,24.0,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,200",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,9.3,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"184,043",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,24.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"20,182",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,22.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"270,578",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,9.7,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"114,004",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,27.1,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"127,665",,,9000,AREA HARVESTED,CENSUS,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,2.2,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
IRRIGATED,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"57,741",,,9000,AREA HARVESTED,CENSUS,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,99,,UNITED STATES,US,AREA HARVESTED,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2017,,,6.9,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",2018-02-01 00:00:00.000
