group_desc,watershed_code,begin_code,state_name,county_name,zip_5,year,region_desc,class_desc,CV (%),short_desc,load_time,commodity_desc,asd_desc,util_practice_desc,freq_desc,county_ansi,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,prodn_practice_desc,end_code,source_desc,state_ansi,county_code,country_code,statisticcat_desc,week_ending,Value,reference_period_desc,domaincat_desc,asd_code,domain_desc,country_name,state_alpha,state_fips_code,watershed_desc
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,9.0,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"36,277",YEAR,NAICS CLASSIFICATION: (1113),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,9.2,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"33,502",YEAR,NAICS CLASSIFICATION: (1114),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.4,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,625,557",YEAR,NAICS CLASSIFICATION: (1119),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,9.2,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"38,662",YEAR,NAICS CLASSIFICATION: (11191),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,10.6,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"443,943",YEAR,NAICS CLASSIFICATION: (11192),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.3,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,142,952",YEAR,NAICS CLASSIFICATION: (11193 & 11194 & 11199),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.7,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,282,708",YEAR,NAICS CLASSIFICATION: (112111),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.7,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,243,860",YEAR,NAICS CLASSIFICATION: (112112),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.9,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,877,922",YEAR,NAICS CLASSIFICATION: (11212),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,17.5,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,768,025",YEAR,NAICS CLASSIFICATION: (1122),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.8,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"527,339",YEAR,NAICS CLASSIFICATION: (1123),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,6.6,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"11,087",YEAR,NAICS CLASSIFICATION: (1124),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,20.8,"CORN, GRAIN - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"330,676",YEAR,NAICS CLASSIFICATION: (1125 & 1129),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,2.6,"CORN, GRAIN - ACRES HARVESTED",2025-08-19 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"80,597,963",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,1.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,649,938",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,3.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"49,507",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,152,051",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"82,068",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,3.4,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"232,484",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.4,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,216,897",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,3.7,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"464,799",YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.0,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,130,673",YEAR,AREA HARVESTED: (500 TO 999 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,8.6,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,312,808",YEAR,"AREA OPERATED: (1,000 TO 1,999 ACRES)",,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,12.4,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,605,YEAR,AREA OPERATED: (1.0 TO 9.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,12.1,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"18,703",YEAR,AREA OPERATED: (10.0 TO 49.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"68,807",YEAR,AREA OPERATED: (100 TO 139 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.7,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"78,698",YEAR,AREA OPERATED: (140 TO 179 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.4,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"76,341",YEAR,AREA OPERATED: (180 TO 219 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,1.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,841,182",YEAR,"AREA OPERATED: (2,000 OR MORE ACRES)",,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"87,341",YEAR,AREA OPERATED: (220 TO 259 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.7,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"479,180",YEAR,AREA OPERATED: (260 TO 499 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,3.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"17,570",YEAR,AREA OPERATED: (50.0 TO 69.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"954,317",YEAR,AREA OPERATED: (500 TO 999 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"42,865",YEAR,AREA OPERATED: (70.0 TO 99.9 ACRES),,AREA OPERATED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,38.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,706,YEAR,"ECONOMIC CLASS: (1,000 TO 2,499 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,3.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"4,489,019",YEAR,"ECONOMIC CLASS: (1,000,000 OR MORE $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,5.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"17,996",YEAR,"ECONOMIC CLASS: (10,000 TO 24,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,11.1,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"264,771",YEAR,"ECONOMIC CLASS: (100,000 TO 249,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,19.8,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,190",YEAR,"ECONOMIC CLASS: (2,500 TO 4,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,8.8,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"38,857",YEAR,"ECONOMIC CLASS: (25,000 TO 49,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,10.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"407,879",YEAR,"ECONOMIC CLASS: (250,000 TO 499,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,11.1,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"5,630",YEAR,"ECONOMIC CLASS: (5,000 TO 9,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,8.7,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"90,281",YEAR,"ECONOMIC CLASS: (50,000 TO 99,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,14.1,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"660,639",YEAR,"ECONOMIC CLASS: (500,000 TO 999,999 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,16.0,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,449,YEAR,"ECONOMIC CLASS: (LESS THAN 1,000 $)",,ECONOMIC CLASS,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,39.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,795,YEAR,"FARM SALES: (1,000 TO 2,499 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,4.2,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"4,435,519",YEAR,"FARM SALES: (1,000,000 OR MORE $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,9.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"18,763",YEAR,"FARM SALES: (10,000 TO 24,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,10.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"276,188",YEAR,"FARM SALES: (100,000 TO 249,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,19.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,336",YEAR,"FARM SALES: (2,500 TO 4,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,6.6,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"40,947",YEAR,"FARM SALES: (25,000 TO 49,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,10.4,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"432,449",YEAR,"FARM SALES: (250,000 TO 499,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,10.6,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"6,044",YEAR,"FARM SALES: (5,000 TO 9,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,11.6,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"92,587",YEAR,"FARM SALES: (50,000 TO 99,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,16.3,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"672,323",YEAR,"FARM SALES: (500,000 TO 999,999 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,15.5,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,466,YEAR,"FARM SALES: (LESS THAN 1,000 $)",,FARM SALES,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,6.6,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,085,818",YEAR,NAICS CLASSIFICATION: (1111),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,17.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"71,734",YEAR,NAICS CLASSIFICATION: (1112),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,19.2,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"26,116",YEAR,NAICS CLASSIFICATION: (1113),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,29.7,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"5,521",YEAR,NAICS CLASSIFICATION: (1114),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,7.9,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"388,439",YEAR,NAICS CLASSIFICATION: (1119),,NAICS CLASSIFICATION,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,13.2,"CORN, SILAGE - ACRES HARVESTED",2024-07-02 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,312",YEAR,NAICS CLASSIFICATION: (11191),,NAICS CLASSIFICATION,UNITED STATES,US,99,
