domain_desc,country_name,state_alpha,state_fips_code,watershed_desc,reference_period_desc,domaincat_desc,asd_code,source_desc,state_ansi,county_code,statisticcat_desc,country_code,week_ending,Value,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,end_code,prodn_practice_desc,short_desc,load_time,commodity_desc,util_practice_desc,asd_desc,freq_desc,county_ansi,CV (%),zip_5,year,region_desc,class_desc,watershed_code,group_desc,begin_code,state_name,county_name
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (70.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"24,101,469",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"463,890",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"1,360,029,747",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"18,048,776",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"280,279,797",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,547,044",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"41,784,169",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.2,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"441,945,064",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.4,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"4,645,748",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"99,343,255",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,8.2,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"678,608,431",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"126,856",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,12.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"464,046",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.7,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"1,319,666,650",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"19,323,501",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"289,687,960",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.4,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,588,087",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"44,796,402",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"452,935,521",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"4,933,283",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"104,274,169",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,8.7,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"687,554,710",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"1,598,448",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,28.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1111),,CENSUS,,,PRODUCTION,9000,,"2,672,971,643",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,0.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1112),,CENSUS,,,PRODUCTION,9000,,"9,674,202",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.3,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1113),,CENSUS,,,PRODUCTION,9000,,"631,640",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1114),,CENSUS,,,PRODUCTION,9000,,"1,739,766",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1119),,CENSUS,,,PRODUCTION,9000,,"59,001,616",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.1,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11191),,CENSUS,,,PRODUCTION,9000,,"7,496,295",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.8,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11192),,CENSUS,,,PRODUCTION,9000,,"13,722,132",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11193 & 11194 & 11199),,CENSUS,,,PRODUCTION,9000,,"37,783,189",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112111),,CENSUS,,,PRODUCTION,9000,,"38,808,625",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112112),,CENSUS,,,PRODUCTION,9000,,"24,631,665",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11212),,CENSUS,,,PRODUCTION,9000,,"38,638,523",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.5,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1122),,CENSUS,,,PRODUCTION,9000,,"51,112,206",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1123),,CENSUS,,,PRODUCTION,9000,,"18,153,251",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.9,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1124),,CENSUS,,,PRODUCTION,9000,,"257,696",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,23.4,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1125 & 1129),,CENSUS,,,PRODUCTION,9000,,"11,201,944",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.6,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"2,926,822,777",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-12-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.0,,2012,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),,CENSUS,,,PRODUCTION,9000,,"3,249,058",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2015-01-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"3,248,351",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2015-01-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.8,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA EXEMPT),,CENSUS,,,PRODUCTION,9000,,707,BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2015-01-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,(H),,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"3,183,364",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2015-01-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"4,602,376",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2016-01-31 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,617,936,261",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"938,195,182",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"7,623,893",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.8,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"550,453,754",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"15,013,812",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"347,461,299",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"61,556,885",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"832,035,981",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"224,187,880",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"108,091,900",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"173,267,120",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"1,098,136,480",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,133,325,993",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
